habilidade_code,component_id,description
EF15LP04,ab6086c6-cd04-4f77-9b72-d0fab7ecd0af,Identify graphic-visual expressive resources used in multimodal texts
EF15LP04,51540c94-6b2f-42d8-9b56-9f2c7963acff,Explain the meaning effects produced by color choices in multimodal texts
EF15LP04,46dbe236-6c9d-4ff1-b1c8-b1b94553e1e9,Interpret how typography and layout choices influence meaning in multimodal texts
EF15LP04,62c876ce-8aaf-4ae4-a51c-183298e4c880,Determine how images and representations add meaning to narratives in multimodal texts
EF07LP05,14176474-a684-4d76-9683-87af94d4bef9,Distinguish between verbs with complete and incomplete predication in a clause
EF07LP05,9d44c6a1-9f90-41a5-bdf2-5bd4657099af,Identify intransitive verbs in sentences from read or self-produced texts
EF07LP05,19cb4186-1ac3-423f-81d2-a653a99063ee,Classify a verb as intransitive or transitive based on its predication in context
EF07LP03,2499202d-03db-4c3a-8fc7-77ad3890d03a,Identify the base (primitive) word from which a derived word is formed
EF07LP03,4e308bff-6233-4454-87ed-317a5a299e5d,Form derived words by adding productive prefixes to base words in Portuguese
EF07LP03,3c9dcc53-08c4-4684-82c1-2c92b3a7ffe5,Analyze how affixes and word forms alter the meaning and function of a base word
EF05LP21,1fc20c85-c019-47a6-8087-5c1dcfcc582d,Identify intonation patterns used by vloggers in opinion-based vlogs
EF05LP21,ab9aef82-8db7-4afb-8976-a6d7cfdbf08b,Analyze facial and body expressions used by vloggers to convey meaning
EF05LP21,17d7e107-d9af-4cdd-9628-8332bfa29dd7,Identify the linguistic variety and register chosen by vloggers in argumentative vlogs
EF05LP21,8a7d629d-b0db-4ea5-a49d-3a1c72db48ca,Explain the effect of register and intonation choices on the communicative purpose of a vlog
EF05LP20,c87a3bbd-2ca4-4a67-9ee1-4ec1789b2361,Identify arguments presented in oral argumentative discussions about children's media products
EF05LP20,37e56bd1-cf3a-41d5-a481-5e4fd77d4070,Evaluate the validity of an argument in a discussion about a children's media product
EF05LP20,857656f0-0778-4b0c-95b7-b12c7a101d20,Evaluate the strength of an argument based on substantive knowledge of the media product discussed
EF05LP19,8cefc2ea-ab10-40b8-848a-bdc2603b1f48,Argue orally about events of social interest using facts from media sources
EF05LP19,be3550e4-d4e4-4517-b495-e14a3bc93587,"Support an oral argument by drawing on information from television, radio, or digital media"
EF05LP19,4b62763b-0537-4c7b-8494-1197261a485f,Respect differing points of view during oral argumentative discussions about social events
EF05LP18,a292f20a-f8d1-4a1f-bdf4-656845224f75,Script an argumentative vlog about a children's media product following genre conventions
EF05LP18,48f4a995-ea9a-45d4-9574-c626a43af536,Produce video content for an argumentative vlog considering communicative situation and purpose
EF05LP18,b26ea6c6-1bd1-4639-b9cc-b14bb3a6ef25,Edit a recorded vlog to align with genre conventions and the intended communicative purpose
EF05LP18,bfad9e76-67f4-4261-ab00-2288dcfe4882,Apply substantive knowledge of a children's media product when constructing vlog arguments
EF05LP17,467420c0-54ad-4b29-86ed-1dbc131cc4f9,Use effective search terms to locate relevant information from print and digital sources
EF05LP17,2e21a6e2-fa83-459c-918d-f246e12e5c08,Organize researched content into a script for a digital news report following genre conventions
EF05LP17,22666998-6fcb-47a5-9ba1-bc64bd199a9f,Produce a script for editing a digital news report considering communicative situation and topic
EF69LP20,96452cc7-5c73-4f1f-90cc-de364533fe02,"Identify the organizational structure of normative and legal texts, including opening, body, and closing sections"
EF69LP20,56403fb7-1528-47f9-bf5d-513ca3bef790,"Explain the hierarchical logic governing parts, chapters, articles, paragraphs, and clauses in legal texts"
EF69LP20,dea9b0b1-3132-4465-a956-277f29b46496,Analyze the meaning effects of technical vocabulary in normative texts
EF69LP20,038bda15-f6a1-40a5-93a1-65fbcebc9aa3,Analyze the use of the imperative mood in legal texts to convey coercive character
EF69LP20,4ac6b3e9-61d9-4104-a4a6-ffd793b0524e,Identify words and expressions indicating generality or circumstance and explain their effect in legal texts
EF05LP15,53e23575-3fd2-45b0-b3ac-c2ae6ee905b1,"Read and comprehend news articles independently, recognizing genre conventions and communicative situation"
EF05LP15,25c26945-d906-4f8b-b605-5774af844a70,"Read and comprehend feature reports independently, considering topic and communicative purpose"
EF05LP15,e7fb690f-f36f-42ac-b3e0-3af304f779a1,"View and comprehend argumentative video vlogs independently, recognizing genre conventions"
EF05LP14,13a01b6d-ef7f-42b6-98f1-f41e06b9b598,Identify the formatting conventions of critical reviews of toys or children's literature
EF05LP14,f20bd949-78d3-4292-86b5-2e4e7bbb3b04,Distinguish the presentation section from the evaluation section in a critical review text
EF05LP14,49ceb8e8-0bbf-4f98-bd53-9cde687f0c18,Reproduce the formatting conventions of a critical review when producing one's own text
EF05LP13,af1d4c68-1ee8-48d2-8b8a-ac1b0ac61672,View digital video posts from children's vlogs reviewing toys or children's literature as models
EF05LP13,aae3fc10-810e-448a-807a-394df8d20069,Plan digital review content in audio or video format based on vlog models
EF05LP13,b7cc05d5-8f3f-4c6e-86d9-80b44a96c315,Produce a digital review in audio or video format following the conventions observed in children's vlogs
EF05LP12,2db121b7-94da-401d-9399-c031cd8e26ad,Identify genre conventions of instructional texts such as game rules
EF05LP12,5f7570d7-a4e9-4c5c-8a12-8de0e2177a29,Plan an instructional text considering communicative situation and purpose
EF05LP12,d5ea301d-709e-4ee5-9a4b-2d89de508624,Produce an instructional text independently following genre conventions
EF05LP11,fe2f76eb-9a11-4fed-9efd-3eba7565a256,"Identify the genre conventions of anecdotes, jokes, and cartoons"
EF05LP11,adafb62e-a63a-43cd-986e-9a0eb8731130,Produce a written anecdote or joke independently following genre conventions
EF05LP11,72394a3d-33af-4c7b-9c78-d9bc7fb903f0,Produce a written cartoon independently considering communicative situation and purpose
EF05LP10,717d57be-3ccc-4671-8252-78c7da3b90c4,"Read and comprehend anecdotes independently, recognizing genre conventions and communicative purpose"
EF05LP10,a07ef861-5672-4b6a-979a-2ea2bae9d2b4,"Read and comprehend jokes independently, considering communicative situation and purpose"
EF05LP09,ff8c1c8b-6a50-4ffc-80bc-c3603dd044d7,"Read and comprehend game rules independently, recognizing genre conventions"
EF05LP09,42bd57cf-63f7-4d2f-bf6c-89f9f7ed62cb,Identify the communicative purpose of instructional texts from the field of everyday life
EF05LP09,378c55e9-e842-4da7-9cbc-1d97bdb7120a,Comprehend the sequential and procedural structure of instructional texts independently
EF05LP08,5add7df0-eb63-40f1-b7e2-f7729f0b9a25,Distinguish primitive words from derived words
EF05LP08,186ee783-5163-4ebd-b618-a8ef4ada8547,Distinguish derived words from compound words
EF05LP08,418ae901-1be4-44e9-bb6f-86176788f8cf,Identify words derived through the addition of prefixes
EF05LP07,9655fa5e-471f-4bdd-ae22-2999048ba8e8,Identify conjunctions in texts and classify the logical relationship each establishes
EF05LP07,0c4c0f4e-4d79-44e3-b6c5-81630943c610,Distinguish conjunctions expressing addition from those expressing opposition in a text
EF05LP07,d1d5f90a-d125-4d1c-bb9e-b7b0aa72a018,"Identify conjunctions expressing time, cause, condition, or purpose in a text"
EF05LP06,97334fbf-7d66-404d-96b4-2ad996870869,Inflect verbs correctly to agree with personal pronoun subjects in written contexts
EF05LP06,024bee7a-b171-4bdf-a48d-fae7cbb55457,Apply correct subject-verb agreement with personal pronouns and noun subjects in oral contexts
EF05LP05,82318b3c-3be6-4940-86b7-ecfcf2a96e73,Identify verb tenses in the indicative mood that express present time
EF12LP03,4c4a45b9-e885-4a4d-9910-d11c83099988,Copy short texts while preserving their original spelling accurately
EF12LP03,d42928bc-3848-4360-a428-75664352ad08,Reproduce the graphic layout and word spacing of a source text when copying
EF12LP03,06ac2dc0-4cc1-4459-9d6c-8ac0b43f7864,Maintain original punctuation of a source text during copying
EF12LP03,ce7e3f44-dd2a-4a4f-ad99-1a679c44895e,Refer back to the source text to verify uncertain graphic or orthographic features while copying
EF12LP05,8d0a2512-c552-41c3-ac93-70c5af57ce1b,Plan collaboratively a retelling or versified text appropriate to its communicative situation
EF12LP05,18da0f1b-3c4e-448d-9bef-be0bb5d44ecc,Produce a collaborative retelling of a story preserving key narrative elements
EF12LP05,a16d4466-a973-49b2-9252-7cb3f5a5c1e0,"Produce collaborative versified texts such as poems, quatrains, or song lyrics suited to their purpose"
EF12LP05,5369f36f-6f3f-4ac5-9b30-a85d3d96dd1b,Create collaborative visual or sequential narrative texts such as comic strips or graphic stories considering genre conventions
EF15LP03,aa8584cc-ab17-4d4e-9363-c7691e2f48ab,Locate information explicitly stated in a text
EF15LP03,e2b8cbfb-f7b0-4ae2-99a8-85f31f02aa0e,Identify the specific section or passage of a text where explicit information appears
EF15LP02,6936b881-e441-43c3-b4cc-7cfb6ee23bb8,Use prior knowledge and paratextual elements to form anticipatory hypotheses about a text's meaning and form before reading
EF15LP02,b1d42eec-43b8-4c3e-8578-5b4b1f8174dd,"Identify textual cues, graphic features, and images to predict a text's social function and thematic content"
EF15LP02,24010523-27fd-4a49-8da8-693bc85000b9,Confirm or revise pre-reading hypotheses by checking them against the text during and after reading
EF15LP02,2b7ba9fb-c044-4099-89fb-3634c8ff2a12,Evaluate the adequacy of inferences made before and during reading in light of the full text
EF15LP01,c82952e0-5cea-4c93-a559-ce64098fb21a,Identify the social function of texts encountered in daily fields of social life
EF15LP01,07660475-3007-45ed-8710-50b57554ace2,Recognize why a given text was produced and where it circulates
EF15LP01,6fc7a617-2ef4-46a5-9859-972f133b07df,Identify who produced a text and who its intended audience is
EF12LP19,c32d0e31-58f8-46dd-b2be-739b94f04331,Recognize rhymes and sound patterns in versified texts
EF12LP19,b1dc3309-10c4-4a66-9e1a-ba5b9c908622,Identify wordplay and specific expressions in versified texts
EF12LP19,1521bd44-e923-416a-b112-48171c2d6e8e,Identify comparisons used in versified texts
EF12LP19,96dd7a6a-356c-4de3-a868-218193da4ae6,"Connect rhymes, sound patterns, and comparisons in versified texts to sensory experiences and associations"
EF12LP18,a2d8200b-c2a1-488e-9d57-ecaba7ea0b04,"Identify rhymes, sound patterns, and wordplay in poems and versified texts"
EF12LP18,04b0c6be-fda0-4d47-a748-cc87641b06b8,Recognize poems and versified texts as belonging to the realm of imagination and aesthetic enjoyment
EF12LP18,b1942c43-d858-4b98-bcf0-604d72e5f04b,Appreciate the playful and enchanting dimensions of poems and versified texts
EF12LP17,3bd51aec-85eb-4c6f-8b5f-71ecfd02dc8b,Read and comprehend collaboratively school task prompts and diagrams considering their communicative situation
EF12LP17,cee4b11e-77a5-4e06-a488-d3db5d1dab8b,Read and comprehend collaboratively brief accounts of experiments and interviews considering their topic
EF12LP17,87e76779-d30d-4ead-845c-77b7dedc5aa3,Read and comprehend collaboratively children's encyclopedia entries and fun facts considering their subject matter
EF12LP17,35c8cf8c-b381-4c4d-ad76-da711b0c053a,Identify key information in investigative-field genres suited to young readers
EF12LP16,2d047df8-732d-4d81-bd75-63414671bb94,Identify the specific formatting and layout of advertisements aimed at young audiences
EF12LP16,d07b3648-968e-4a8d-85ad-081ec1345174,"Reproduce the formatting, layout, and image use characteristic of advertisements and awareness-campaign texts"
EF12LP15,24d61c6b-3dbe-4cc5-a3cf-aad8b44b2eee,Identify the compositional structure of advertising slogans
EF12LP15,415c46c8-4377-40d1-9ce1-8e1982950851,Recognize linguistic features that characterize advertising slogans
EF12LP14,bcca7f86-418d-435b-883b-82cd8741856b,Identify the specific formatting and layout of news photo captions and digital news photo albums
EF12LP14,7dbd1ecd-8b45-4709-86a9-fe72d9072305,Identify the specific formatting and layout of reader letters in children's magazines
EF12LP14,bd1dfa94-a12e-446b-ab38-d35117ed86fd,"Reproduce the formatting and layout of news photo captions, digital news photo albums, and reader letters"
EF12LP13,50cef3c7-6425-47fb-9311-4b0a7718edc3,Plan collaboratively an oral slogan suited to its communicative situation and purpose
EF12LP13,8596b04e-1ce6-4122-b87a-642b69310a4e,Plan collaboratively an awareness-campaign piece for delivery via digital audio or video tools
EF12LP13,67ecdc44-aaaf-4062-8241-c70d4273b3cc,Adapt the language and content of planned slogans and campaigns to a young audience
EF12LP12,90c5d821-e482-4185-855a-ddb7f53d4647,Write collaboratively a slogan suited to its communicative situation and purpose
EF12LP12,3315fff2-eaba-4ae5-a6bd-62f6045d6b71,Write collaboratively an advertisement aimed at a young audience considering topic and purpose
EF12LP12,1657ee1f-cd60-4f09-bb8d-ab8ec2af2858,Write collaboratively an awareness-campaign text aimed at a young audience considering genre conventions
EF12LP11,f9362e87-ad2e-4702-8840-4d4367fb34e7,Write collaboratively a photo caption or headline suited to a news story's communicative situation
EF12LP11,99bce476-9895-4693-bffb-7826f8aade5b,Write collaboratively a lede or short news article for a young audience
EF12LP11,5274e925-74e8-4a7c-b4d5-3d29e18b1d00,Produce collaboratively a digital news photo album considering its topic and communicative context
EF12LP10,27605d2d-07fa-4c43-9b2c-8770f6799a99,Read and comprehend collaboratively posters and notices that organize school community life
EF12LP10,df09e6f6-4fe9-4e70-ad33-924f95043583,"Read and comprehend collaboratively flyers, rules, and regulations from the civic participation field"
EF12LP10,ba4ec83a-efc6-4019-8e8c-fee48361253f,Identify the communicative situation and topic addressed in civic-participation genres
EF12LP09,4d761913-f14e-4589-8712-d462acb8031f,Read and comprehend collaboratively slogans and advertisements aimed at young audiences
EF12LP09,d2da9436-7eb3-4dae-9c65-29e08c5461d0,Read and comprehend collaboratively awareness-campaign texts aimed at young audiences
EF12LP09,59bc445b-7b6a-4a40-9d2e-161fe6644a8a,Identify the communicative situation and purpose of advertising-field genres aimed at young readers
EF12LP08,e0c1276d-16cc-47b7-a7f7-d119c461d931,Read and comprehend collaboratively photo captions and headlines in news stories
EF12LP08,907e8333-7124-4610-909a-717193d5901f,Read and comprehend collaboratively digital news photo albums and short news articles for young audiences
