bncc_code,stage,grade,subject,description_pt,description_en
EF69AR34,EF,"6º, 7º, 8º, 9º",Arte,"Analisar e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo suas matrizes indígenas, africanas e europeias, de diferentes épocas, e favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.","Analyze and value the tangible and intangible cultural heritage of diverse cultures—particularly Brazilian culture, including its Indigenous, African, and European roots—across different historical periods, fostering the development of vocabulary and repertoire related to different artistic disciplines."
EF15AR01,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Identificar e apreciar formas distintas das artes visuais tradicionais e contemporâneas, cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório imagético.","Identify and appreciate distinct forms of traditional and contemporary visual arts, cultivating perception, imagination, the capacity to symbolize, and a broad visual repertoire."
EF15AR02,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Explorar e reconhecer elementos constitutivos das artes visuais (ponto, linha, forma, cor, espaço, movimento etc.).","Explore and recognize the constitutive elements of the visual arts (point, line, shape, color, space, movement, etc.)."
EF15AR03,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Reconhecer e analisar a influência de distintas matrizes estéticas e culturais das artes visuais nas manifestações artísticas das culturas locais, regionais e nacionais.","Recognize and analyze the influence of distinct aesthetic and cultural traditions of the visual arts on artistic expressions found in local, regional, and national cultures."
EF15AR04,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Experimentar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia etc.), fazendo uso sustentável de materiais, instrumentos, recursos e técnicas convencionais e não convencionais.","Experiment with different forms of artistic expression (drawing, painting, collage, comics, origami, sculpture, modeling, installation, video, photography, etc.), making sustainable use of conventional and non-conventional materials, tools, resources, and techniques."
EF15AR05,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Experimentar a criação em artes visuais de modo individual, coletivo e colaborativo, explorando diferentes espaços da escola e da comunidade.","Experiment with creation in the visual arts individually, collectively, and collaboratively, exploring different spaces within the school and the broader community."
EF15AR06,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Dialogar sobre a sua criação e as dos colegas, para alcançar sentidos plurais.",Engage in dialogue about one's own creations and those of peers in order to arrive at multiple meanings.
EF15AR07,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Reconhecer algumas categorias do sistema das artes visuais (museus, galerias, instituições, artistas, artesãos, curadores etc.).","Recognize key categories within the visual arts system (museums, galleries, institutions, artists, artisans, curators, etc.)."
EF15AR08,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Experimentar e apreciar formas distintas de manifestações da dança presentes em diferentes contextos, cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório corporal.","Experiment with and appreciate distinct forms of dance present in different contexts, cultivating perception, imagination, the capacity to symbolize, and a broad movement repertoire."
EF15AR09,EF,"1º, 2º, 3º, 4º, 5º",Arte,Estabelecer relações entre as partes do corpo e destas com o todo corporal na construção do movimento dançado.,Establish relationships between individual body parts and the body as a whole in the construction of danced movement.
EF15AR10,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Experimentar diferentes formas de orientação no espaço (deslocamentos, planos, direções, caminhos etc.) e ritmos de movimento (lento, moderado e rápido) na construção do movimento dançado.","Experiment with different forms of spatial orientation (locomotion, levels, directions, pathways, etc.) and movement tempos (slow, moderate, and fast) in the construction of danced movement."
EF15AR11,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Criar e improvisar movimentos dançados de modo individual, coletivo e colaborativo, considerando os aspectos estruturais, dinâmicos e expressivos dos elementos constitutivos do movimento, com base nos códigos de dança.","Create and improvise danced movements individually, collectively, and collaboratively, taking into account the structural, dynamic, and expressive aspects of the constitutive elements of movement, drawing on the codes of dance."
EF15AR12,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Discutir, com respeito e sem preconceito, as experiências pessoais e coletivas em dança vivenciadas na escola, como fonte para a construção de vocabulários e repertórios próprios.","Discuss personal and collective dance experiences encountered at school with respect and without prejudice, using them as a source for building individual and shared movement vocabularies and repertoires."
EF15AR13,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Identificar e apreciar criticamente diversas formas e gêneros de expressão musical, reconhecendo e analisando os usos e as funções da música em diversos contextos de circulação, em especial, aqueles da vida cotidiana.","Identify and critically appreciate diverse forms and genres of musical expression, recognizing and analyzing the uses and functions of music across a variety of contexts, especially those of everyday life."
EF15AR14,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Perceber e explorar os elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de jogos, brincadeiras, canções e práticas diversas de composição/criação, execução e apreciação musical.","Perceive and explore the constitutive elements of music (pitch, dynamics, timbre, melody, rhythm, etc.) through games, play, songs, and varied practices of composition/creation, performance, and music appreciation."
EF15AR15,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Explorar fontes sonoras diversas, como as existentes no próprio corpo (palmas, voz, percussão corporal), na natureza e em objetos cotidianos, reconhecendo os elementos constitutivos da música e as características de instrumentos musicais variados.","Explore diverse sound sources — including those found in the body itself (clapping, voice, body percussion), in nature, and in everyday objects — recognizing the constitutive elements of music and the characteristics of a variety of musical instruments."
EF15AR16,EF,"1º, 2º, 3º, 4º, 5º",Arte,"Explorar diferentes formas de registro musical não convencional (representação gráfica de sons, partituras criativas etc.), bem como procedimentos e técnicas de registro em áudio e audiovisual, e reconhecer a notação musical convencional.","Explore different forms of non-conventional musical notation (graphic representation of sounds, creative scores, etc.) as well as audio and audiovisual recording procedures and techniques, and recognize conventional musical notation."
